base,ilvl,rarity,sockets,mods,addedMods,removedMods
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[42],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[42],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[42],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[27],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[27],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[27],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[16],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[16],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[26],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[26],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[16],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[13],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[13],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[26],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[77],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[77],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[13],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[29],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[29],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[77],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[29],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[50],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[50],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[9],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[50],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[25],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[25],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[25],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Summoner\'s','tier':1,'roll':[1],'ref':['Area contains an additional Summoning Circle'],'type':'explicit'}]","[{'name':'Summoner\'s','tier':1,'roll':[1],'ref':['Area contains an additional Summoning Circle'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[8],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Summoner\'s','tier':1,'roll':[1],'ref':['Area contains an additional Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[47],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[47],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[47],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Summoner\'s','tier':1,'roll':[1],'ref':['Area contains an additional Summoning Circle'],'type':'explicit'}]","[{'name':'Summoner\'s','tier':1,'roll':[1],'ref':['Area contains an additional Summoning Circle'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[31],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Summoner\'s','tier':1,'roll':[1],'ref':['Area contains an additional Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[24],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[24],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[14],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[24],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[27],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[27],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[39],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[39],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[27],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[34],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[34],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[39],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Contest','tier':1,'roll':[1],'ref':['Unique Monsters in your Maps have # additional Rare Modifier'],'type':'explicit'}]","[{'name':'of Contest','tier':1,'roll':[1],'ref':['Unique Monsters in your Maps have # additional Rare Modifier'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[34],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'of Contest','tier':1,'roll':[1],'ref':['Unique Monsters in your Maps have # additional Rare Modifier'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[91],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[91],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[29],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[91],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[12],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[12],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[8],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[49],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[49],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[12],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[7],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[7],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[49],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Strongboxes','tier':1,'roll':[80],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[80],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[7],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[35],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[35],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Strongboxes','tier':1,'roll':[80],'ref':['Your Maps have #% increased chance to contain Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[79],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[79],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[35],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[29],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[29],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[79],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[94],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[94],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[29],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[94],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[36],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[]","[]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[7],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[39],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[91],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[91],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[91],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[9],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Antiquarian','tier':1,'roll':[1],'ref':['Your Maps contain # additional Strongboxes'],'type':'explicit'}]","[{'name':'of the Antiquarian','tier':1,'roll':[1],'ref':['Your Maps contain # additional Strongboxes'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'of the Antiquarian','tier':1,'roll':[1],'ref':['Your Maps contain # additional Strongboxes'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[7],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[7],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[40],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[7],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Teeming','tier':1,'roll':[60],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[60],'ref':['#% increased Magic Monsters'],'type':'explicit'}]","[{'name':'Treasurer\'s','tier':1,'roll':[3],'ref':['Your Maps contain an additional Rare Chest'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Brimming','tier':1,'roll':[27],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[27],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]","[{'name':'Teeming','tier':1,'roll':[60],'ref':['#% increased Magic Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Brimming','tier':1,'roll':[27],'ref':['#% increased number of Rare Monsters'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[32],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[32],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[18],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Cartographer','tier':1,'roll':[30],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[30],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[32],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of the Summoning','tier':1,'roll':[37],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[37],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]","[{'name':'of the Cartographer','tier':1,'roll':[30],'ref':['#% increased Quantity of Waystones found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'of Shrines','tier':1,'roll':[72],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[72],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]","[{'name':'of the Summoning','tier':1,'roll':[37],'ref':['Area has #% increased chance to contain a Summoning Circle'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]","[{'name':'of Shrines','tier':1,'roll':[72],'ref':['Your Maps have #% increased chance to contain Shrines'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]","[{'name':'Elevated','tier':1,'roll':[19],'ref':['#% increased Experience gain'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]","[{'name':'Breeding','tier':1,'roll':[6],'ref':['#% increased Pack Size in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Bountiful','tier':1,'roll':[37],'ref':['#% increased Gold found in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Collector\'s','tier':1,'roll':[18],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[18],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[11],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]"
Precursor Tablet,80,Rare,0,"[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Challenger\'s','tier':1,'roll':[10],'ref':['#% increased Effectiveness of Monsters in your Maps'],'type':'explicit'}]","[{'name':'Collector\'s','tier':1,'roll':[18],'ref':['#% increased Rarity of Items found in your Maps'],'type':'explicit'}]"
